5 Feb 1767	Link	New-York Journal (1257)	"Charles-Town (South Carolina) Dec. 9. (1767, February 5"	"Charles-Town (South Carolina) Dec. 9. (1767, February 5). New-York Journal (1257)"	"Charles-Town (South Carolina) Dec. 9. (1767, February 5). New-York Journal (1257), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DC31E31E090A88%40EANX-10DEED04AFCFAB78%402366479-10DEED04E45FB8C8%401-10DEED05924283C8%40Charles-Town%2B%2528South%2BCarolina%2529%2BDec.%2B9."
30 Mar 1767	Link	New-York Mercury (804)		"Newport, March 23. (1767, March 30). New-York Mercury (804)"	"Newport, March 23. (1767, March 30). New-York Mercury (804), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEF3D19C773F28%402366532-10DEF3D1C79EF938%401-10DEF3D28D891298%40Newport%252C%2BMarch%2B23."
2 Apr 1767	Link	New-York Journal (1265)		"Newport, (in Rhode-Island) March 23. (1767, April 2). New-York Journal (1265)"	"Newport, (in Rhode-Island) March 23. (1767, April 2). New-York Journal (1265), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DC31E31E090A88%40EANX-10DEEDD6AC27ECB0%402366535-10DEEDD72D217398%404-10DEEDD870A1CC70%40Newport%252C%2B%2528in%2BRhode-Island%2529%2BMarch%2B23."
2 Apr 1767	Link	New-York Journal (1265)	"Newport, (in Rhode-Island) March 23. (1767, April 2"	"Newport, (in Rhode-Island) March 23. (1767, April 2). New-York Journal (1265)"	"Newport, (in Rhode-Island) March 23. (1767, April 2). New-York Journal (1265), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DC31E31E090A88%40EANX-10DEEDD6AC27ECB0%402366535-10DEEDD72D217398%404-10DEEDD870A1CC70%40Newport%252C%2B%2528in%2BRhode-Island%2529%2BMarch%2B23."
11 May 1767	Link	New-York Gazette (422)		"Charlestown, (S. Carolina) April 13. (1767, May 11). New-York Gazette (422)"	"Charlestown, (S. Carolina) April 13. (1767, May 11). New-York Gazette (422), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D348D9B0AD3268%40EANX-10D376535B811F58%402366574-10D376538817F5E0%401-10D376545995CE00%40Charlestown%252C%2B%2528S.%2BCarolina%2529%2BApril%2B13."
11 May 1767	Link	New-York Gazette (422)	"Charlestown, (S. Carolina) April 13. (1767, May 11"	"Charlestown, (S. Carolina) April 13. (1767, May 11). New-York Gazette (422)"	"Charlestown, (S. Carolina) April 13. (1767, May 11). New-York Gazette (422), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D348D9B0AD3268%40EANX-10D376535B811F58%402366574-10D376538817F5E0%401-10D376545995CE00%40Charlestown%252C%2B%2528S.%2BCarolina%2529%2BApril%2B13."
14 May 1767	Link	"New-York Gazette, or Weekly Post-Boy (1271)"		"Charlestown, (South-Carolina) April 13. (1767, May 14). New-York Gazette, or Weekly Post-Boy (1271)"	"Charlestown, (South-Carolina) April 13. (1767, May 14). New-York Gazette, or Weekly Post-Boy (1271), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D34AE6B0969558%40EANX-10DAAFA425627710%402366577-10DAAFA440444C60%400-10DAAFA4E545E690%40Charlestown%252C%2B%2528South-Carolina%2529%2BApril%2B13."
14 May 1767	Link	"New-York Gazette, or Weekly Post-Boy (1271)"	"Charlestown, (South-Carolina) April 13. (1767, May 14"	"Charlestown, (South-Carolina) April 13. (1767, May 14). New-York Gazette, or Weekly Post-Boy (1271)"	"Charlestown, (South-Carolina) April 13. (1767, May 14). New-York Gazette, or Weekly Post-Boy (1271), p. [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D34AE6B0969558%40EANX-10DAAFA425627710%402366577-10DAAFA440444C60%400-10DAAFA4E545E690%40Charlestown%252C%2B%2528South-Carolina%2529%2BApril%2B13."
1 Jun 1767	Link	New-York Mercury (813)		"Kingston (in Jamaica) April 18. (1767, June 1). New-York Mercury (813)"	"Kingston (in Jamaica) April 18. (1767, June 1). New-York Mercury (813), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEF3E2F7CC7C20%402366595-10DEF3E324F8DBE8%401-10DEF3E412E58640%40Kingston%2B%2528in%2BJamaica%2529%2BApril%2B18."
1 Jun 1767	Link	New-York Mercury (813)		"[English; Packet; April; American Affairs; Boston; Disgust; Great-Britain; House; Lords]. (1767, June 1). New-York Mercury (813)"	"[English; Packet; April; American Affairs; Boston; Disgust; Great-Britain; House; Lords]. (1767, June 1). New-York Mercury (813), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEF3E2F7CC7C20%402366595-10DEF3E34245C980%402-10DEF3E44D11F280%40%255BEnglish%253B%2BPacket%253B%2BApril%253B%2BAmerican%2BAffairs%253B%2BBoston%253B%2BDisgust%253B%2BGreat-Britain%253B%2BHouse%253B%2BLords%255D."
1 Jun 1767	Link	New-York Mercury (813)		"[English; Packet; April; American Affairs; Boston; Disgust; Great-Britain; House; Lords]. (1767, June 1). New-York Mercury (813)"	"[English; Packet; April; American Affairs; Boston; Disgust; Great-Britain; House; Lords]. (1767, June 1). New-York Mercury (813), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEB948F3572A8%40EANX-10DEF3E2F7CC7C20%402366595-10DEF3E34245C980%402-10DEF3E44D11F280%40%255BEnglish%253B%2BPacket%253B%2BApril%253B%2BAmerican%2BAffairs%253B%2BBoston%253B%2BDisgust%253B%2BGreat-Britain%253B%2BHouse%253B%2BLords%255D."
4 Jun 1767	Link	"New-York Gazette, or Weekly Post-Boy (1274)"		"Kingston, (in Jamaica) April 18. (1767, June 4). New-York Gazette, or Weekly Post-Boy (1274)"	"Kingston, (in Jamaica) April 18. (1767, June 4). New-York Gazette, or Weekly Post-Boy (1274), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D34AE6B0969558%40EANX-10DAAFA9C9FCC728%402366598-10DAAFAA2210CB70%402-10DAAFAAEA729F78%40Kingston%252C%2B%2528in%2BJamaica%2529%2BApril%2B18."
4 Jun 1767	Link	New-York Journal (1274)		"Kingston, (in Jamaica) April 18. (1767, June 4). New-York Journal (1274)"	"Kingston, (in Jamaica) April 18. (1767, June 4). New-York Journal (1274), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DC31E31E090A88%40EANX-10DEEE0DEC59B6C8%402366598-10DEEE0E5C6A8558%403-10DEEE0F92D66EF8%40Kingston%252C%2B%2528in%2BJamaica%2529%2BApril%2B18."
15 Jun 1767	Link	New-York Gazette (427)		"Kingstown, (in Jamaica) April 18. (1767, June 15). New-York Gazette (427)"	"Kingstown, (in Jamaica) April 18. (1767, June 15). New-York Gazette (427), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D348D9B0AD3268%40EANX-10D3765B66C9B3E8%402366609-10D3765B90904BA0%401-10D3765C503F9B60%40Kingstown%252C%2B%2528in%2BJamaica%2529%2BApril%2B18."
16 Jul 1767	Link	"New-York Gazette, or Weekly Post-Boy (1280)"		"Boston, July 9. (1767, July 16). New-York Gazette, or Weekly Post-Boy (1280)"	"Boston, July 9. (1767, July 16). New-York Gazette, or Weekly Post-Boy (1280), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D34AE6B0969558%40EANX-10DAAFB486D0D7B0%402366640-10DAAFB4E4ABF468%402-10DAAFB5C2026B68%40Boston%252C%2BJuly%2B9."
16 Jul 1767	Link	New-York Journal (1280)		"Boston, July 9. (1767, July 16). New-York Journal (1280)"	"Boston, July 9. (1767, July 16). New-York Journal (1280), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DC31E31E090A88%40EANX-10DEEE1D96025A88%402366640-10DEEE1E218D0CE0%405-10DEEE1FB68EFAE0%40Boston%252C%2BJuly%2B9."
16 Jul 1767	Link	"New-York Gazette, or Weekly Post-Boy (1280)"		"Boston, July 9. (1767, July 16). New-York Gazette, or Weekly Post-Boy (1280)"	"Boston, July 9. (1767, July 16). New-York Gazette, or Weekly Post-Boy (1280), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D34AE6B0969558%40EANX-10DAAFB486D0D7B0%402366640-10DAAFB4E4ABF468%402-10DAAFB5C2026B68%40Boston%252C%2BJuly%2B9."
16 Jul 1767	Link	New-York Journal (1280)		"Boston, July 9. (1767, July 16). New-York Journal (1280)"	"Boston, July 9. (1767, July 16). New-York Journal (1280), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DC31E31E090A88%40EANX-10DEEE1D96025A88%402366640-10DEEE1E218D0CE0%405-10DEEE1FB68EFAE0%40Boston%252C%2BJuly%2B9."
20 Jul 1767	Link	New-York Gazette (432)		"Boston, July 13. (1767, July 20). New-York Gazette (432)"	"Boston, July 13. (1767, July 20). New-York Gazette (432), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D348D9B0AD3268%40EANX-10D3766596001868%402366644-10D37665C87E02E0%401-10D3766662772E60%40Boston%252C%2BJuly%2B13."
27 Jul 1767	Link	New-York Gazette (433)		"Charlestown, May 15. (1767, July 27). New-York Gazette (433)"	"Charlestown, May 15. (1767, July 27). New-York Gazette (433), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D348D9B0AD3268%40EANX-10D376674C99FB90%402366651-10D3766786BF5F08%401-10D37668233F8770%40Charlestown%252C%2BMay%2B15."
6 Aug 1767	Link	New-York Journal (1283)		"Charlestown, May 15. (1767, August 6). New-York Journal (1283)"	"Charlestown, May 15. (1767, August 6). New-York Journal (1283), p. Supplement [1]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DC31E31E090A88%40EANX-10DEEE247A229568%402366661-10DEEE248FE5EE58%400-10DEEE256DDC8638%40Charlestown%252C%2BMay%2B15."
17 Aug 1767	Link	New-York Gazette (436)		"Mortuary Notice. (1767, August 17). New-York Gazette (436)"	"Mortuary Notice. (1767, August 17). New-York Gazette (436), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D348D9B0AD3268%40EANX-10D3766C28B58240%402366672-10D3766C4B9A7D50%401-10D3766CD41386C0%40Mortuary%2BNotice."
21 Sep 1767	Link	"(1767, September 21). New-York Gazette (441)"		"Charlestown, (South-Carolina). (1767, September 21). New-York Gazette (441)"	"Charlestown, (South-Carolina). (1767, September 21). New-York Gazette (441), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D348D9B0AD3268%40EANX-10D37676345293B8%402366707-10D37676653EA718%401-10D3767704E1B9B0%40Charlestown%252C%2B%2528South-Carolina%2529."
21 Sep 1767	Link	"(1767, September 21). New-York Gazette (441)"	"Charlestown, (South-Carolina). (1767, September 21"	"Charlestown, (South-Carolina). (1767, September 21). New-York Gazette (441)"	"Charlestown, (South-Carolina). (1767, September 21). New-York Gazette (441), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D348D9B0AD3268%40EANX-10D37676345293B8%402366707-10D37676653EA718%401-10D3767704E1B9B0%40Charlestown%252C%2B%2528South-Carolina%2529."
12 Nov 1767	Link	"New-York Gazette, or Weekly Post-Boy (1297)"		"Boston, November 2. (1767, November 12). New-York Gazette, or Weekly Post-Boy (1297)"	"Boston, November 2. (1767, November 12). New-York Gazette, or Weekly Post-Boy (1297), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D34AE6B0969558%40EANX-10DAAFDA4B80F240%402366759-10DAAFDA8095CBA8%401-10DAAFDB107C90D8%40Boston%252C%2BNovember%2B2."
16 Nov 1767	Link	New-York Gazette (449)		"Charlestown (South-Carolina) Octo. 16. (1767, November 16). New-York Gazette (449)"	"Charlestown (South-Carolina) Octo. 16. (1767, November 16). New-York Gazette (449), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D348D9B0AD3268%40EANX-10D376852B1E6BF0%402366763-10D376854D296280%401-10D37685D2BBF988%40Charlestown%2B%2528South-Carolina%2529%2BOcto.%2B16."
16 Nov 1767	Link	New-York Gazette (449)	"Charlestown (South-Carolina) Octo. 16. (1767, November 16"	"Charlestown (South-Carolina) Octo. 16. (1767, November 16). New-York Gazette (449)"	"Charlestown (South-Carolina) Octo. 16. (1767, November 16). New-York Gazette (449), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D348D9B0AD3268%40EANX-10D376852B1E6BF0%402366763-10D376854D296280%401-10D37685D2BBF988%40Charlestown%2B%2528South-Carolina%2529%2BOcto.%2B16."
2 May 1768	Link	"New-York Gazette, or Weekly Post-Boy (1322)"	"Charles-Town (South-Carolina) April 19. (1768, May 2"	"Charles-Town (South-Carolina) April 19. (1768, May 2). New-York Gazette, or Weekly Post-Boy (1322)"	"Charles-Town (South-Carolina) April 19. (1768, May 2). New-York Gazette, or Weekly Post-Boy (1322), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D34AE6B0969558%40EANX-10DAB024DA6BA048%402366931-10DAB02512910958%401-10DAB025DC9E7638%40Charles-Town%2B%2528South-Carolina%2529%2BApril%2B19."
2 May 1768	Link	"New-York Gazette, or Weekly Post-Boy (1322)"	"Charles-Town (South-Carolina) April 19. (1768, May 2"	"Charles-Town (South-Carolina) April 19. (1768, May 2). New-York Gazette, or Weekly Post-Boy (1322)"	"Charles-Town (South-Carolina) April 19. (1768, May 2). New-York Gazette, or Weekly Post-Boy (1322), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D34AE6B0969558%40EANX-10DAB026B66A11A8%402366931-10DAB026F4DE7068%401-10DAB028099BCEF0%40Charles-Town%2B%2528South-Carolina%2529%2BApril%2B19."
23 May 1768	Link	"New-York Gazette, or Weekly Post-Boy (1325)"	"Charles-Town, South-Carolina, May 2, 1768. (1768, May 23"	"Charles-Town, South-Carolina, May 2, 1768. (1768, May 23). New-York Gazette, or Weekly Post-Boy (1325)"	"Charles-Town, South-Carolina, May 2, 1768. (1768, May 23). New-York Gazette, or Weekly Post-Boy (1325), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D34AE6B0969558%40EANX-10DAB030FA57FD48%402366952-10DAB0315A541CC0%402-10DAB032478F0B18%40Charles-Town%252C%2BSouth-Carolina%252C%2BMay%2B2%252C%2B1768."
23 May 1768	Link	"New-York Gazette, or Weekly Post-Boy (1325)"	"(Charles-Town, South-Carolina) May 2, 1768. (1768, May 23"	"(Charles-Town, South-Carolina) May 2, 1768. (1768, May 23). New-York Gazette, or Weekly Post-Boy (1325)"	"(Charles-Town, South-Carolina) May 2, 1768. (1768, May 23). New-York Gazette, or Weekly Post-Boy (1325), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D34AE6B0969558%40EANX-10DAB03325DB5090%402366952-10DAB033991A0E50%402-10DAB034AEDDF490%40%2528Charles-Town%252C%2BSouth-Carolina%2529%2BMay%2B2%252C%2B1768."
22 Aug 1768	Link	"New-York Gazette, and Weekly Mercury (877)"		"Newport, August 15. (1768, August 22). New-York Gazette, and Weekly Mercury (877)"	"Newport, August 15. (1768, August 22). New-York Gazette, and Weekly Mercury (877), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEBC4F3862B98%40EANX-10DF79550722E780%402367043-10DF7955902C2EB8%404-10DF795721F18788%40Newport%252C%2BAugust%2B15."
22 Aug 1768	Link	"New-York Gazette, or Weekly Post-Boy (1338)"	"New-Port, (Rhode Island) August 15. (1768, August 22"	"New-Port, (Rhode Island) August 15. (1768, August 22). New-York Gazette, or Weekly Post-Boy (1338)"	"New-Port, (Rhode Island) August 15. (1768, August 22). New-York Gazette, or Weekly Post-Boy (1338), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D34AE6B0969558%40EANX-10DAAF55FA42B028%402367043-10DAAF5660D0DD18%402-10DAAF57686FB328%40New-Port%252C%2B%2528Rhode%2BIsland%2529%2BAugust%2B15."
22 Aug 1768	Link	"New-York Gazette, or Weekly Post-Boy (1338)"	"New-Port, (Rhode-Island) August 15. (1768, August 22"	"New-Port, (Rhode-Island) August 15. (1768, August 22). New-York Gazette, or Weekly Post-Boy (1338)"	"New-Port, (Rhode-Island) August 15. (1768, August 22). New-York Gazette, or Weekly Post-Boy (1338), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10D34AE6B0969558%40EANX-10DAAF5316E607B0%402367043-10DAAF53A3885040%402-10DAAF55522EB190%40New-Port%252C%2B%2528Rhode-Island%2529%2BAugust%2B15."
13 Oct 1768	Link	New-York Journal (1345)		"Extract of a Letter from Kingston in Jamaica, Dated Sept. 3, 1768. (1768, October 13). New-York Journal (1345)"	"Extract of a Letter from Kingston in Jamaica, Dated Sept. 3, 1768. (1768, October 13). New-York Journal (1345), p. [3]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DC31E31E090A88%40EANX-10DEEC2ADD496BD8%402367095-10DEEC2B676C4CE8%404-10DEEC2CAE043A48%40Extract%2Bof%2Ba%2BLetter%2Bfrom%2BKingston%2Bin%2BJamaica%252C%2BDated%2BSept.%2B3%252C%2B1768."
12 Dec 1768	Link	"New-York Gazette, and Weekly Mercury (893)"		"Boston, December 5. (1768, December 12). New-York Gazette, and Weekly Mercury (893)"	"Boston, December 5. (1768, December 12). New-York Gazette, and Weekly Mercury (893), p. [2]. Available from Readex: America's Historical Newspapers: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10DBEBC4F3862B98%40EANX-10DF798A39F77270%402367155-10DF798AC2859588%403-10DF798C45DFB920%40Boston%252C%2BDecember%2B5."
