I27	PRINT	1809	London 1809	G. Henderson	London		An account of the British settlement of Honduras 	 					"Henderson, George. An account of the British settlement of Honduras : being a view of its commercial and agricultural resources, soil, climate, natural history, &c. : to which are added, sketches of the manners and customs of the Mosquito Indians, preceded by the journal of a voyage to the Mosquito shore ... C. and R. Baldwin, 1809. World Scholar: Latin America & the Caribbean, tinyurl.gale.com/tinyurl/DPB2a9. Accessed 17 Feb. 2021."				
I28	PRINT	1818	London 1818	B. Edwards	London		"The history, civil and commercial, of the British West Indies"	 					"Edwards, Bryan. The history, civil and commercial, of the British West Indies. 5th ed., vol. 4, G. and W.B. Whittaker; [etc., etc.], 1818-19. Sabin Americana: History of the Americas, 1500-1926, link.gale.com/apps/doc/CY0103354739/SABN?u=camb55135&sid=SABN&xid=f999489c&pg=261. Accessed 17 Feb. 2021."				
I29	PRINT	1818	London 1818	B. Edwards	London		"The history, civil and commercial, of the British West Indies"	 					"Edwards, Bryan. The history, civil and commercial, of the British West Indies. 5th ed., vol. 5, G. and W.B. Whittaker; [etc., etc.], 1818-19. Sabin Americana: History of the Americas, 1500-1926, link.gale.com/apps/doc/CY0106428381/SABN?u=camb55135&sid=SABN&xid=e80cf12a&pg=1. Accessed 17 Feb. 2021."				
I30	PRINT	1823	London 1823	sn	London		"The defence, &c. &c."	Mos Slavery					https://link.gale.com/apps/doc/DS0103730001/SAS?u=camb55135&sid=SAS&xid=1ede003f&pg=40				
I31	PRINT	1824	London 1824	J. Armstrong & G. Arthur	London		"A candid examination of ""The defense of the settlers of Honduras"" "	Mos Slavery					https://link.gale.com/apps/doc/U0107412823/MOME?u=camb55135&sid=MOME&xid=ace432cc&pg=1				
I32	PRINT	1827	London 1827	T. Southey	London		Chronological history of the West Indies	French dispute 1766 ?					"Southey, Thomas. Chronological history of the West Indies. Vol. 2, Longman, Rees, Orme, Brown, and Green, 1827. Sabin Americana: History of the Americas, 1500-1926, link.gale.com/apps/doc/CY0104192403/SABN?u=camb55135&sid=SABN&xid=9a3daa27&pg=257. Accessed 17 Feb. 2021."				
I33	PRINT	1836	London 1836	R. M. Martin	London	451	History of the West Indies	Capture of St. George’s	Siege of Omoa				"Martin, Robert Montgomery. History of the West Indies: Comprising Jamaica, Honduras, Trinidad, Tobago, Grenada, The Bahamas, and The Virgin Isles. Vol. 1, Whittaker & Co., 1836. Sabin Americana: History of the Americas, 1500-1926, link.gale.com/apps/doc/CY0112507654/SABN?u=camb55135&sid=SABN&xid=06da52f8&pg=72. Accessed 17 Feb. 2021."				
I34	PRINT	1837	London 1837	R. M. Martin	London		Colonial policy of the British Empire	 					"Martin, Robert Montgomery. Colonial policy of the British Empire. Pt. 1, Government. W.H. Allen & Co., 1837. Sabin Americana: History of the Americas, 1500-1926, link.gale.com/apps/doc/CY0106089023/SABN?u=camb55135&sid=SABN&xid=1305c6c0&pg=90. Accessed 17 Feb. 2021."				
I35	PRINT	1839	London 1839	ECCACA Co.	London		"Brief statement, supported by original documents, of the important grants conceded to the Eastern Coast of Central America Commercial and Agricultural Company by the state of Guatemala"	 					"Eastern Coast of Central America Commercial and Agricultural Company. Board of Directors. Brief statement, supported by original documents, of the important grants conceded to the Eastern Coast of Central America Commercial and Agricultural Company by the state of Guatemala. Whittaker & Co., 1839. Sabin Americana: History of the Americas, 1500-1926, link.gale.com/apps/doc/CY0106797626/SABN?u=camb55135&sid=SABN&xid=fc50e901&pg=7. Accessed 17 Feb. 2021."				
I36	PRINT	1853	Washington 1853	J. M. Clayton	Washington		"Speech of John M. Clayton, of Delaware, delivered in the Senate of the United States on the 8th of March, 1853"	 					"Clayton, John Middleton. Speech of John M. Clayton, of Delaware, delivered in the Senate of the United States on the 8th of March, 1853 : in vindication of the Central American treaty concluded with Great Britain on the 19th of April, 1850. Printed by Kirkwood & McGill, 1853. Sabin Americana: History of the Americas, 1500-1926, link.gale.com/apps/doc/CY0104293458/SABN?u=camb55135&sid=SABN&xid=1d289d88&pg=14. Accessed 17 Feb. 2021."				
I37	PRINT	1854	London 1854	C. S. J. Fancourt	London		"The history of Yucatan, from its discovery to the close of the seventeenth century"						"Fancourt, Charles Saint John. The history of Yucatan, from its discovery to the close of the seventeenth century. J. Murray, 1854. Sabin Americana: History of the Americas, 1500-1926, link.gale.com/apps/doc/CY0100004060/SABN?u=camb55135&sid=SABN&xid=783b6f0e&pg=1. Accessed 20 Feb. 2021."				
I38	PRINT	1855	London 1855	E. G. Squier	London		"Waikna, or, Adventures on the Mosquito shore"	 					"Squier, Ephraim George, and Samuel A. Bard. Waikna, or, Adventures on the Mosquito shore. Sampson Low, son, & co., 1855. Sabin Americana: History of the Americas, 1500-1926, link.gale.com/apps/doc/CY0103178029/SABN?u=camb55135&sid=SABN&xid=f8bae517&pg=93. Accessed 17 Feb. 2021."				
I39	PRINT	1856	Washington 1856	sn	Washington		Documents relative to Central American affairs and the enlistment question	 					"United States. Dept. of State., et al. Documents relative to Central American affairs and the enlistment question. C. Wendell, Printer, 1856. Sabin Americana: History of the Americas, 1500-1926, link.gale.com/apps/doc/CY0102905680/SABN?u=camb55135&sid=SABN&xid=e04c57fa&pg=1. Accessed 17 Feb. 2021."				
I40	PRINT	1858	NYC 1858	E. G. Squier	NYC		The states of Central America 	 					"Squier, Ephraim George. The states of Central America : their geography, topography, climate, population, resources, productions, commerce, political organization, aborigines, etc. etc. : comprising chapters on Honduras, San Salvador, Nicaragua, Costa Rica, Guatemala, Belize, the Bay Islands, the Mosquito Shore, and the Honduras Inter-oceanic Railway. Harper & Bros, 1858. World Scholar: Latin America & the Caribbean, tinyurl.gale.com/tinyurl/DPB2g3. Accessed 17 Feb. 2021."				
I41	PRINT	1860	NYC 1860	J. D. Harris	NYC		A summer on the borders of the Caribbean Sea	 					"Harris, J. Dennis. A summer on the borders of the Caribbean Sea. A.B. Burdick, 1860. Sabin Americana: History of the Americas, 1500-1926, link.gale.com/apps/doc/CY0100216178/SABN?u=camb55135&sid=SABN&xid=de785820&pg=137. Accessed 17 Feb. 2021."				
I42	PRINT	1893	London 1893	R. Chalmers	London		A History of Currency in the British Colonies	Silver scarcity					https://link.gale.com/apps/doc/U0112205310/MOME?u=camb55135&sid=MOME&xid=212bf46b&pg=1				
I44	PRINT	1904	Merida 1904	J. F. Molina Solís	Merida		Historia de Yucatán durante la dominación española vol 1						http://simurg.bibliotecas.csic.es/viewer/image/990002353440204201_V01/1/				
I45	PRINT	1904	Merida 1904	J. F. Molina Solís	Merida		Historia de Yucatán durante la dominación española vol 2	First offensives					http://simurg.bibliotecas.csic.es/viewer/image/990002353440204201_V02/1/				
I46	PRINT	1904	Merida 1904	J. F. Molina Solís	Merida		Historia de Yucatán durante la dominación española vol 3						http://simurg.bibliotecas.csic.es/viewer/image/990002353440204201_V03/1/				
I47	PRINT	1905	Washington 1905	J. L. Bristow	Washington		Report Of Joseph L. Bristow Special Panama Railroad Commissioner To The Secretary Of War. 1905	 					"Report Of Joseph L. Bristow Special Panama Railroad Commissioner To The Secretary Of War. 1905. World Scholar: Latin America & the Caribbean, worldscholar.gale.com/region/latin-america/MonographsDetailsPage/MonographsDetailsWindow?disableHighlighting=false&displayGroupName=DVI-Monographs&docIndex=1&prodId=LAC&mode=view&limiter=&display-query=TX+Report+Of+Joseph+L.+Bristow+Special+Panama+Railroad+Commissioner+To+The+Secretary+Of+War.+1905&contentModules=&action=e&sortBy=&windowstate=normal&currPage=1&dviSelectedPage=&scanId=&query=TX+Report+Joseph+L.+Bristow+Special+Panama+Railroad+Commissioner+Secretary+War.+1905&search_within_results=&p=LACD&catId=&displayGroups=&documentId=GALE%7CSA5299194852&activityType=BasicSearch&failOverType=&commentary=&source=Bookmark&u=camb55135&jsid=ae0cdd8d308047d5a8955c6b8b44f227. Accessed 17 Feb. 2021."				
I48	PRINT	1910	London 1910	C. H. Haring	London		Buccaneers in the West Indies in the Seventeenth Century	Maya slaves 1653					http://www.gutenberg.org/ebooks/19139				
I49	PRINT	1944	Sevilla 1944	J. A. Calderón Quijano	Sevilla		Belice 1663 (?)-1821 	Figueroa losses img 335	Navarrete losses im 423				http://simurg.bibliotecas.csic.es/viewer/image/CSIC000048031/1/				
I51	PRINT	1964	Washington 1964	M. J. Crawford	Washington	"79, 372, 399"	Naval Documents of the American Revolution 10						https://wayback.archive-it.org/org-593/20200907065528/https://www.history.navy.mil/research/publications/publications-by-subject/naval-documents-of-the-american-revolution.html				
I54	PRINT	1978	London 1978	J. J. McCusker	London		"Money and exchange in Europe and America, 1600-1775: a handbook"						"/Users/angelnavidad/Downloads/John J. McCusker (auth.) - Money and Exchange in Europe and America, 1600–1775_ A Handbook-Palgrave Macmillan UK (1978).pdf"				
I57	PRINT	1986	Washington 1986	W. J. Morgan	Washington	237	Naval Documents of the American Revolution 7	"Am seizures, Washington affair"					https://wayback.archive-it.org/org-593/20200907065528/https://www.history.navy.mil/research/publications/publications-by-subject/naval-documents-of-the-american-revolution.html				
I59	PRINT	1989	"Albuquerque, NM 1989"	G. D. Jones	"Albuquerque, NM"	"62, 224"	Maya Resistance to Spanish Rule	"Sacking / Destruction of Bacalar 1642, 1648"	"Piracy on Maya > 1638, 1641"				file:///Users/angelnavidad/Downloads/Grant D. Jones - Maya resistance to Spanish rule_ Time and history on a colonial frontier-University of New Mexico Press (1989).djvu				
I67	PRINT	1998	"Armonk, NY 1998"	K. E. Lane	"Armonk, NY"		Pillaging the Empire	Assault on Tor & migration 34	Assault on Provid 41				file:///Users/angelnavidad/Downloads/9781315722269.pdf				
I68	PRINT	1998	"Stanford, CA 1998"	G. D. Jones	"Stanford, CA"		Conquest of the Last Maya Kingdom						https://hdl-handle-net.ezp-prod1.hul.harvard.edu/2027/heb.03515				
I70	PRINT	2008	"Santa Barbara, CA 2008"	D. F. Marley	"Santa Barbara, CA"		Wars of the Americas	"Fr sack P Cab 1558, 1560"	"Eng sack P Cab 1592, 1594 [var], 1595 [var], 1597, 1602, 1603, 1668"	Baymen sack Ascension 1727	Bacalar rebuilt 1729	"Fr Sp assault Tortuga 1634, 1642, 1654, 1662, 1663"	"file:///Users/angelnavidad/Downloads/Wars of the Americas A Chronology of Armed Conflict in the Western Hemisphere, 1492 to the Present by David Marley (z-lib.org).pdf"				
I71	PRINT	2009	"Cambridge, MA 2009"	J. Latimer	"Cambridge, MA"		Buccaneers of the Caribbean	Providence falls 1641					https://doi-org.ezp-prod1.hul.harvard.edu/10.4159/9780674054172				
I72	PRINT	2009	Ithaca 2009	M. Craton	Ithaca		Testing the chains: resistance to slavery in the British West Indies	Slave revolts	Slave desertions				https://hdl-handle-net.ezp-prod1.hul.harvard.edu/2027/heb.04568				
I74	PRINT	2011	"Gainesville, FL 2011"	E. Graham	"Gainesville, FL"		Maya Christians and Their Churches in Sixteenth-Century Belize	Bucc raids > 1638					https://muse-jhu-edu.ezp-prod1.hul.harvard.edu/book/17957				
I78	PRINT	2019	Belmopan 2019	"M. Ferguson, et al."	Belmopan		A History of Slavery & Emancipation in Belize	Af Slavery					https://ambergriscaye.com/photogallery/art/Slavery-and-Emancipation-in-Bz-by-ISCR-NICH.pdf				
I80	STATE	1638	"MEXICO,360,R.5,N.24"				CARTAS DE GOBERNADORES	Ma fear attack fm Bac					http://pares.mcu.es/ParesBusquedas20/catalogo/description/369617?nm				
I81	STATE	1638	"MEXICO,360,R.5,N.29"				CARTAS DE GOBERNADORES	Ma fear attack fm Bac					http://pares.mcu.es/ParesBusquedas20/catalogo/show/369622?nm				
I82	STATE	1643	"MEXICO,360,R.5,N.33"				CARTAS DE GOBERNADORES	Bacalar assault	Soite sacked				http://pares.mcu.es/ParesBusquedas20/catalogo/show/369626?nm				
I83	STATE	1653	"MEXICO,360,R.10,N.48"				CARTAS DE GOBERNADORES	Plague / famine					http://pares.mcu.es/ParesBusquedas20/catalogo/show/369641?nm				
I84	STATE	1683	CSP 1163				‘America and West Indies: July 1683’	Fr Dutch Pir assault Sp					"‘America and West Indies: July 1683’, in Calendar of State Papers Colonial, America and West Indies: Volume 11, 1681-1685, ed. J W Fortescue (London, 1898), pp. 452-462. British History Online http://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol11/pp452-462 [accessed 17 February 2021]."				
I85	STATE	1684	CSP 2067				America and West Indies: February 1685'	 					"America and West Indies: February 1685', in Calendar of State Papers Colonial, America and West Indies: Volume 11, 1681-1685, ed. J W Fortescue (London, 1898), pp. 765-769. British History Online http://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol11/pp765-769 [accessed 17 February 2021]."				
I86	STATE	1684	CSP 1563				America and West Indies: February 1684'	Pir head to Bay					"America and West Indies: February 1684', in Calendar of State Papers Colonial, America and West Indies: Volume 11, 1681-1685, ed. J W Fortescue (London, 1898), pp. 581-601. British History Online http://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol11/pp581-601 [accessed 17 February 2021]."				
I87	STATE	1685	CSP 378				America and West Indies: September 1685'	Navy officers careen in Bay					"America and West Indies: September 1685', in Calendar of State Papers Colonial, America and West Indies: Volume 12 1685-1688 and Addenda 1653-1687, ed. J W Fortescue (London, 1899), pp. 86-99. British History Online http://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol12/pp86-99 [accessed 17 February 2021]."				
I88	STATE	1686	CSP 1066				America and West Indies: December 1686'	 					"America and West Indies: December 1686', in Calendar of State Papers Colonial, America and West Indies: Volume 12 1685-1688 and Addenda 1653-1687, ed. J W Fortescue (London, 1899), pp. 293-307. British History Online http://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol12/pp293-307 [accessed 17 February 2021]."				
I89	STATE	1687	CSP 1580				America and West Indies: December 1687'	 					"America and West Indies: December 1687', in Calendar of State Papers Colonial, America and West Indies: Volume 12 1685-1688 and Addenda 1653-1687, ed. J W Fortescue (London, 1899), pp. 474-485. British History Online http://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol12/pp474-485 [accessed 17 February 2021]."				
I90	STATE	1688	CSP 1624				America and West Indies: February 1688'	Pir assault Sp					"America and West Indies: February 1688', in Calendar of State Papers Colonial, America and West Indies: Volume 12 1685-1688 and Addenda 1653-1687, ed. J W Fortescue (London, 1899), pp. 491-509. British History Online http://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol12/pp491-509 [accessed 17 February 2021]."				
I91	STATE	1689	"MEXICO,250,N.1"				Expediente de Confirmación de Encomienda de Loche y Senotchuil en Valladolid a Antonia González de Moredo. Resuelto	Bucc assaults					http://pares.mcu.es/ParesBusquedas20/catalogo/show/369386?nm				
I92	STATE	1696	"MEXICO,363,R.4,N.75"				CARTAS DE GOBERNADORES	First Offensives					http://pares.mcu.es/ParesBusquedas20/catalogo/show/369882?nm				
I93	STATE	1715	CSP 271 I				"America and West Indies: March 1715, 1-15'"	Sp seize Baltimore ship					"America and West Indies: March 1715, 1-15', in Calendar of State Papers Colonial, America and West Indies: Volume 28, 1714-1715, ed. Cecil Headlam (London, 1928), pp. 110-122. British History Online http://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol28/pp110-122 [accessed 17 February 2021]."				
I94	STATE	1715	CSP 508				"America and West Indies: July 1715, 1-15'"	 					"America and West Indies: July 1715, 1-15', in Calendar of State Papers Colonial, America and West Indies: Volume 28, 1714-1715, ed. Cecil Headlam (London, 1928), pp. 215-235. British History Online http://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol28/pp215-235 [accessed 17 February 2021]."				
I95	STATE	1720	CSP 95				America and West Indies: June 1720'	"Hon, Camp prisoners at Carthagena < May 1720"					"America and West Indies: June 1720', in Calendar of State Papers Colonial, America and West Indies: Volume 32, 1720-1721, ed. Cecil Headlam (London, 1933), pp. 44-60. British History Online http://www.british-history.ac.uk/cal-state-papers/colonial/america-west-indies/vol32/pp44-60 [accessed 17 February 2021]."				
I96	STATE	1764	G 10456				London Gazette 10456	Sp to restore Bay c 27 Sep 64					https://www.thegazette.co.uk/London/issue/10456/page/1/data.htm				
I97	STATE	1765	G 10530				London Gazette 10530	Sp restore Bay on 5 Mar 65					https://www.thegazette.co.uk/London/issue/10530/page/1/data.htm				
I98	STATE	1766	CO 5/119 I				Admiralty Office; Sundry papers relative to the Bay of Honduras delivered to John Botham enclosed in the Lords of the Admiralty to The Earl of Hillsborough concerning the Logwood Cutters at the bay of Honduras	Losses fm 64 expulsion	"Losses fm Neg runaways in 66, 67"				"Admiralty Office; Sundry papers relative to the Bay of Honduras delivered to John Botham enclosed in the Lords of the Admiralty to The Earl of Hillsborough concerning the Logwood Cutters at the bay of Honduras. 1766/05/15-1771/07/08. Correspondence; Military Document. The National Archives, Kew, CO 5/119 Part 1. Colonial America. Web. February 15, 2021. <http://www.colonialamerica.amdigital.co.uk.ezp-prod1.hul.harvard.edu/Documents/Details/CO_5_119_Part_1_012>."				
I99	STATE	1768	CO 5/114				Memorial and correspondence made to the Earl of Hillsborough regarding regulations surrounding settler laws and regulations in the Bay of Honduras	 					"Memorial and correspondence made to the Earl of Hillsborough regarding regulations surrounding settler laws and regulations in the Bay of Honduras. 1768. Submission; Correspondence; Legislation. The National Archives, Kew, CO 5/114. Colonial America. Web. February 15, 2021. <http://www.colonialamerica.amdigital.co.uk.ezp-prod1.hul.harvard.edu/Documents/Details/CO_5_114_064>."				
I100	STATE	1771	CO 5/119 I				Admiralty Office; Letters from John Botham enclosed in the Lords of the Admiralty to The Earl of Hillsborough concerning the Logwood Cutters at the bay of Honduras	Yucatan famine					"Admiralty Office; Letters from John Botham enclosed in the Lords of the Admiralty to The Earl of Hillsborough concerning the Logwood Cutters at the bay of Honduras. 1771/05/19-1771/07/08. Correspondence; Military Document. The National Archives, Kew, CO 5/119 Part 1. Colonial America. Web. February 15, 2021. <http://www.colonialamerica.amdigital.co.uk.ezp-prod1.hul.harvard.edu/Documents/Details/CO_5_119_Part_1_011>."				
I101	STATE	1771	CO 5/119 I				Admiralty Office; Lords of the Admiralty to The Earl of Hillsborough inclosing letters from Vice Admiral George Rodney relative to Logwood Cutters at the bay of Honduras	 					"Admiralty Office; Lords of the Admiralty to The Earl of Hillsborough inclosing letters from Vice Admiral George Rodney relative to Logwood Cutters at the bay of Honduras. 1771/06/20-1771/12/20. Correspondence; Military Document. The National Archives, Kew, [[CO]] [[5/119]] Part 1. Colonial America. Web. February 15, 2021. <http://www.colonialamerica.amdigital.co.uk.ezp-prod1.hul.harvard.edu/Documents/Details/CO_5_119_Part_1_010>."				
I102	STATE	1771	CO 5/119 I				Admiralty Office; Lords of the Admiralty to The Earl of Hillsborough inclosing letters from Vice Admiral George Rodney relative to Logwood Cutters at the bay of Honduras	 					"Admiralty Office; Lords of the Admiralty to The Earl of Hillsborough inclosing letters from Vice Admiral George Rodney relative to Logwood Cutters at the bay of Honduras. 1771/06/20-1771/12/20. Correspondence; Military Document. The National Archives, Kew, CO 5/119 Part 1. Colonial America. Web. February 15, 2021. <http://www.colonialamerica.amdigital.co.uk.ezp-prod1.hul.harvard.edu/Documents/Details/CO_5_119_Part_1_010>."				
I103	STATE	1773	CO 5/120				"Copy of the magistrates' letter to Don Joseph Rosado, commandant of Bacalar, on the ongoing grievance regarding reparations towards the Spanish, and a murder"	Davidson’s revolt	Maya assault				"Copy of the magistrates' letter to Don Joseph Rosado, commandant of Bacalar, on the ongoing grievance regarding reparations towards the Spanish, and a murder. 1773/08. Correspondence. The National Archives, Kew, CO 5/120. Colonial America. Web. February 15, 2021. <http://www.colonialamerica.amdigital.co.uk.ezp-prod1.hul.harvard.edu/Documents/Details/CO_5_120_013>."				
I104	STATE	1773	CO 5/120				"Letter from the chairman of the Committee of Inhabitants of St George's Quay, on the shipwrecked 'Thetis' and the slave rebellion"	 					"Letter from the chairman of the Committee of Inhabitants of St George's Quay, on the shipwrecked 'Thetis' and the slave rebellion. 1773/07. Correspondence. The National Archives, Kew, CO 5/120. Colonial America. Web. February 15, 2021. <http://www.colonialamerica.amdigital.co.uk.ezp-prod1.hul.harvard.edu/Documents/Details/CO_5_120_053>."				
I105	STATE	1773	CO 5/120				Mr Farrell's petition to the magistrates with their remarks	 					"Mr Farrell's petition to the magistrates with their remarks. 1773/03/20-1773/07/23. Petition. The National Archives, Kew, CO 5/120. Colonial America. Web. February 15, 2021. <http://www.colonialamerica.amdigital.co.uk.ezp-prod1.hul.harvard.edu/Documents/Details/CO_5_120_061>."				
I106	STATE	1773	CO 5/120				Copy of a letter from the commandant of Bacalar to James Farrell and an inventory of effects saved from the 'Thetis' and sent to him	 					"Copy of a letter from the commandant of Bacalar to James Farrell and an inventory of effects saved from the 'Thetis' and sent to him. 1773/04/13-1773/07/23. Correspondence; List. The National Archives, Kew, CO 5/120. Colonial America. Web. February 15, 2021. <http://www.colonialamerica.amdigital.co.uk.ezp-prod1.hul.harvard.edu/Documents/Details/CO_5_120_063>."				
I107	STATE	1773	CO 5/120				George Bridges Rodney on his dealing with a complaint regarding illicit trade on the Mississippi River	 					"George Bridges Rodney on his dealing with a complaint regarding illicit trade on the Mississippi River. 1773/04/14-1774/02/07. Correspondence; Minutes. The National Archives, Kew, CO 5/120. Colonial America. Web. February 15, 2021. <http://www.colonialamerica.amdigital.co.uk.ezp-prod1.hul.harvard.edu/Documents/Details/CO_5_120_010>."				
I108	STATE	1773	CO 5/120				Petition to the magistrates of the Bay of Honduras and answer in relation to the shipwreck 'Thetis' and its salvage	 					"Petition to the magistrates of the Bay of Honduras and answer in relation to the shipwreck 'Thetis' and its salvage. 1773/04/22. Petition. The National Archives, Kew, CO 5/120. Colonial America. Web. February 15, 2021. <http://www.colonialamerica.amdigital.co.uk.ezp-prod1.hul.harvard.edu/Documents/Details/CO_5_120_060>."				
