Introduction: Table 1
												
												
												
	0	Collection of collection sources										
		Import from collection sources in manuscript projects by Navidad	finished 4 Aug 2022	139 new unique records								
		Query in TNA Discovery for honduras or hondur* to 1799	finished 4 Aug 2022	no new records								
		Query in TNA Discovery for honduras or hondur* to 1899	finished 4 Aug 2022	vars new unique records								
		Query in FranceArchives for honduras or campeche to 1849	finished 4 Aug 2022	vars new unique records								
		Query in Archieven.nl for hondur* or campec* or campel* or campes* to 1799	finished 5 Aug 2022	no new records								
		Query in Openarch.nl - Transcriptions for hondur* or campec* or campel* or campes* to 1799	finished 5 Aug 2022	no new records								
		Query in Doorzoek koloniale archieven dekok.xyz for hondur* or campec* etc to 1799	finished 5 Aug 2022	no new records								
		Query in ProQuest Archive Finder for logwood etc to 1799	finished 5 Aug 2022	vars new unique records								
		Query in OAIster for logwood etc to 1799	could not query due to technical malfunctions on 5 Aug 2022									
		Query in ArchiveGrid for logwood etc to 1799										
												
		Note - could not categorise S 153 [Harv Digital Collection] as being compilation of pamphlets from vars Harvard repositories on 6 AUG 2022										
		Note - could not categorise S 407 [Metzgen personal property] as being private on 6 AUG 2022										


Collections: Table 1
	ver_1.4_ids_	collections_	country_	district_	url_	cat_0_	directory_0_	directory_1_	directory_2_	directory_3_	notes_					
	S 437 / S 439	of the Bangor University > Main Library ie Bangor University > Archives and Special Collections in Bangor UK	UK	Wales	https://www.bangor.ac.uk/library/index.php.en	https://www.bangor.ac.uk/archives/	https://discovery.nationalarchives.gov.uk/details/a/A13531830	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:163	^^^	^^^	^^^					
	S 441	of the Barclays Group > Barclays Group Archive in Manchester UK	UK	England	https://www.archive.barclays.com/	^^^	https://discovery.nationalarchives.gov.uk/details/a/A13529966	https://www.archivesportaleurope.net/es/directory/-/dir/ai/code/GB-2044	^^^	^^^	trouble connecting to Archives sub-page linked at https://home.barclays/who-we-are/our-history/ on 6 AUG 2022					
	S 89 / S 443	of the Bedfordshire Archives ie Bedforshire Record Office in Bedford UK	UK	England	https://bedsarchives.bedford.gov.uk/Archives-Service.aspx	https://bedsarchives.bedford.gov.uk/Archives-Service.aspx	https://discovery.nationalarchives.gov.uk/details/a/A13531514	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:086	^^^	^^^	^^^					
	S 111	of the Bolton Library and Museum Services > History Centre in Bolton UK	UK	England	https://www.boltonlams.co.uk/history-centre-1	https://www.boltonlams.co.uk/homepage/28/history-centre-services-and-availability-of-archives	https://discovery.nationalarchives.gov.uk/details/a/A13532004	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:037	^^^	^^^	^^^					
	S 515	of the Box > Archives ie Cottonian Research Room ie Plymouth Archives ie Plymouth and West Devon Record Office in Plymouth UK	UK	England	https://www.theboxplymouth.com/collections/archives-and-local-studies	https://www.theboxplymouth.com/permanent-galleries/the-cottonian-research-room	https://discovery.nationalarchives.gov.uk/details/a/A13532656	^^^	^^^	^^^	^^^					
	S 115 / S 117 / S 119 / S 121 / S 123	of the British Library in London UK	UK	England	https://www.bl.uk	https://searcharchives.bl.uk/primo_library/libweb/action/search.do	https://discovery.nationalarchives.gov.uk/details/a/A13530819	^^^	^^^	^^^	^^^					
	-^-	of the Buckinghamshire Archives ie Centre for Buckinghamshire Studies in Aylesbury UK	UK	England	https://www.buckinghamshire.gov.uk/culture-and-tourism/archives/	https://www.buckinghamshire.gov.uk/culture-and-tourism/archives/search-the-archives-catalogue/	https://discovery.nationalarchives.gov.uk/details/a/A13532739	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:073	^^^	^^^	^^^					
	S 125 / S 127 / S 447	of the Cambridge University > Main University Library in Cambridge UK	UK	England	https://www.lib.cam.ac.uk	https://www.lib.cam.ac.uk/search-and-find	https://discovery.nationalarchives.gov.uk/details/a/A13532005	https://discovery.nationalarchives.gov.uk/details/a/A13530597	https://discovery.nationalarchives.gov.uk/details/a/A13530316	^^^	^^^					
	S 131	of the Commonwealth > Commonwealth Secretariat > Marlborough House in London UK	UK	England	https://thecommonwealth.org/marlborough-house	-^-	https://discovery.nationalarchives.gov.uk/details/a/A13530341	^^^	^^^	^^^	^^^					
	S 137	of the Derbyshire Record Office in Matlock UK	UK	England	https://www.derbyshire.gov.uk/leisure/record-office/derbyshire-record-office.aspx	https://www.derbyshire.gov.uk/leisure/record-office/records/catalogue/catalogue.aspx	https://discovery.nationalarchives.gov.uk/details/a/A13530179	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:237	^^^	^^^	^^^					
	-^-	of the Gloucestershire Archives ie Gloucestershire Heritage Hub in Gloucester UK	UK	England	https://www.gloucestershire.gov.uk/archives/	https://catalogue.gloucestershire.gov.uk	https://discovery.nationalarchives.gov.uk/details/a/A13532926	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:006	^^^	^^^	^^^					
	S 471	of the Herefordshire Archive and Records Centre in Hereford UK	UK	England	https://www.herefordshire.gov.uk/herefordshire-archive-records-centre	https://www.herefordshire.gov.uk/herefordshire-archive-records-centre/visit-herefordshire-archive-records-centre/1	https://discovery.nationalarchives.gov.uk/details/a/A13530872	^^^	^^^	^^^	^^^					
	S 459	of the Keep ie East Sussex and Brighton and Hove Record Office in Brighton UK	UK	England	https://www.thekeep.info	https://www.thekeep.info/collections/	https://discovery.nationalarchives.gov.uk/details/a/A13531661	^^^	^^^	^^^	^^^					
	S 191 / S 193	of the Kent Archives > Kent History and Library Centre in Maidstone UK	UK	England	https://www.kentarchives.org.uk	https://www.kentarchives.org.uk/our-collections/	https://discovery.nationalarchives.gov.uk/details/a/A13532757	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:018	^^^	^^^	^^^					
	S 7 / S 455	of the Kresen Kernow ie Cornwall Centre ie Cornwall Record Office ie Archives and Cornish Studies Service in Redruth UK	UK	England	https://kresenkernow.org	https://kresenkernow.org/our-collections/	https://discovery.nationalarchives.gov.uk/details/a/A13530781	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:195	^^^	^^^	^^^					
	S 197 / S 199 / S 201 / S 203	of the Lambeth Palace > Library ie Bibliotheca Lambethana in London UK	UK	England	https://lambethpalacelibrary.org	https://lambethpalacelibrary.org/collections/library-catalogues/	https://discovery.nationalarchives.gov.uk/details/a/A13529999	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:010	^^^	^^^	^^^					
	-^-	of the Lancashire Archives ie Lancashire Record Office in Preston UK	UK	England	https://www.lancashire.gov.uk/libraries-and-archives/archives-and-record-office/?utm_source=Redirect&utm_medium=Shorturl&utm_campaign=Shorturl	https://www.lancashire.gov.uk/libraries-and-archives/archives-and-record-office/our-collections/	https://discovery.nationalarchives.gov.uk/details/a/A13530664	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:097	^^^	^^^	^^^					
	-^-	of the Leeds University > Brotherton Library in Leeds UK	UK	England	https://library.leeds.ac.uk	https://library.leeds.ac.uk/info/1107/search_special_collections	https://discovery.nationalarchives.gov.uk/details/a/A13533122	^^^	^^^	^^^	^^^					
	-^-	of the Library of Birmingham > Wolfson Centre ie Central Library ie Birmingham City Archives in Birmingham UK	UK	England	https://www.birmingham.gov.uk/archives	https://www.birmingham.gov.uk/info/50163/library_services/1541/using_the_library_catalogues	https://discovery.nationalarchives.gov.uk/details/a/A13532993	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:126	^^^	^^^	^^^					
	S 491	of the Lincolnshire Archives in Lincoln UK	UK	England	https://www.lincolnshire.gov.uk/history-heritage/lincolnshire-archives	https://www.lincolnshire.gov.uk/history-heritage/lincolnshire-archives/2	https://discovery.nationalarchives.gov.uk/details/a/A13533115	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:171	^^^	^^^	^^^					
	S 209	of the Liverpool Record Office in Liverpool UK	UK	England	https://www.liverpool.gov.uk/archives	https://www.liverpool.gov.uk/libraries/archives-family-history/liverpool-archive-catalogue/	https://discovery.nationalarchives.gov.uk/details/a/A13530325	^^^	^^^	^^^	^^^					
	S 493	of the London Metropolitan Archives in London UK	UK	England	https://www.cityoflondon.gov.uk/things-to-do/history-and-heritage/london-metropolitan-archives	https://www.cityoflondon.gov.uk/things-to-do/history-and-heritage/london-metropolitan-archives/visitor-information/covid-19-lma-digital-resources-and-services	https://discovery.nationalarchives.gov.uk/details/a/A13532670	^^^	^^^	^^^	^^^					
	S 223 / S 225 / S 227 / S 229 / S 231 / S 233 / S 235 / S 237 / S 239 / S 241 / S 497 / S 499 / S 501 / S 503 / S 505	of the National Archives in Kew UK	UK	England	https://www.nationalarchives.gov.uk	https://discovery.nationalarchives.gov.uk	https://discovery.nationalarchives.gov.uk/details/a/A13530124	^^^	^^^	^^^	^^^					
	S 245	of the National Army Museum > Templer Study Centre in London UK	UK	England	https://www.nam.ac.uk	https://www.nam.ac.uk/collections/templer-study-centre	https://discovery.nationalarchives.gov.uk/details/a/A13530228	^^^	^^^	^^^	^^^					
	S 507 / S 509	of the National Library of Scotland in Edinburgh UK	UK	Scotland	https://www.nls.uk/	https://www.nls.uk/collections/manuscripts/	https://discovery.nationalarchives.gov.uk/details/a/A13531371	https://www.archivesportaleurope.net/es/directory/-/dir/ai/code/GB-233	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:044	^^^	^^^					
	S 253	of the National Museum of the Royal Navy in Portsmouth UK	UK	England	https://www.nmrn.org.uk/homepage	https://www.nmrn.org.uk/collections-and-conservation	https://discovery.nationalarchives.gov.uk/details/a/A13532604	^^^	^^^	^^^	^^^					
	S 249 / S 251	of the National Museums Liverpool > Maritime Museum > Archives Centre ie Maritime Archives and Library in Liverpool UK	UK	England	https://www.liverpoolmuseums.org.uk/maritime-museum	https://www.liverpoolmuseums.org.uk/collections/maritime-museum-collections/archives-centre-collections	https://discovery.nationalarchives.gov.uk/details/a/A13531688	^^^	^^^	^^^	^^^					
	S 255 / S 583	of the National Records of Scotland ie National Archives of Scotland in Edinburgh UK	UK	Scotland	https://www.nrscotland.gov.uk	https://www.nrscotland.gov.uk/research/catalogues-and-indexes	https://discovery.nationalarchives.gov.uk/details/a/A13531995	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:048	^^^	^^^	^^^					
	-^-	of the Norfolk Record Office ie Norfolk Archive Centre in Norwich UK	UK	England	https://www.archives.norfolk.gov.uk	https://nrocatalogue.norfolk.gov.uk	https://discovery.nationalarchives.gov.uk/details/a/A13531443	^^^	^^^	^^^	^^^					
	S 299	of the Northamptonshire Archives in Northampton UK	UK	England	https://www.northamptonshire.gov.uk/councilservices/archives-and-heritage/northamptonshire-archives/Pages/about-us.aspx	https://www.northamptonshire.gov.uk/councilservices/archives-and-heritage/northamptonshire-archives/research-and-history/Pages/search-for-documents.aspx	https://discovery.nationalarchives.gov.uk/details/a/A13532479	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:185	^^^	^^^	^^^					
	S 103 / S 105 / S 107 / S 109 / S 445	of the Oxford University > Bodleian Library ie Bodleian Libraries in Oxford UK	UK	England	https://www.bodleian.ox.ac.uk/libraries/old-library	https://www.bodleian.ox.ac.uk/collections-and-resources/special-collections	https://discovery.nationalarchives.gov.uk/details/a/A13530333	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:011	^^^	^^^	review at http://dissertationreviews.org/bodleian-library-oxford/					
	S 383	of the Oxford University > Regent's Park College > Angus Library and Archive in Oxford UK	UK	England	http://theangus.rpc.ox.ac.uk	http://theangus.rpc.ox.ac.uk/archive-search/	https://discovery.nationalarchives.gov.uk/details/a/A13532615	^^^	^^^	^^^	^^^					
	-^-	of the Oxford University Press ie OUP > Online Resources in Oxford UK	UK	England	https://global.oup.com/academic/online/?cc=us&lang=en&	"https://databases.hollis.harvard.edu/primo-explore/search?query=any,contains,Oxford&tab=everything&search_scope=default_scope&vid=HVD_DB&lang=en_US&offset=0"	^^^	^^^	^^^	^^^	^^^					
	S 513	of the Oxfordshire History Centre ie Oxfordshire Archives in Oxford UK	UK	England	https://www.oxfordshire.gov.uk/residents/leisure-and-culture/history/oxfordshire-history-centre	https://www.oxfordshire.gov.uk/residents/leisure-and-culture/history/oxfordshire-history-centre/search-our-catalogues	https://discovery.nationalarchives.gov.uk/details/a/A13532939	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:128	^^^	^^^	^^^					
	S 521	of the Royal College of Physicians of London > Library in London UK	UK	England	https://www.rcplondon.ac.uk/education-practice/library	https://history.rcplondon.ac.uk/collections/archives	https://discovery.nationalarchives.gov.uk/details/a/A13531157	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:001	^^^	^^^	^^^					
	S 333	of the Royal Geographical Society > Library ie Foyle Reading Room ie Royal Geographical Society with the Institute of British Geographers in London UK	UK	England	https://www.rgs.org/about/our-collections/	https://www.rgs.org/about/our-collections/search-our-collections/	https://discovery.nationalarchives.gov.uk/details/a/A13531340	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:111	^^^	^^^	^^^					
	-^-	of the Royal Museums Greenwich > National Maritime Museum > Caird Library and Archive in Greenwich UK	UK	England	https://www.rmg.co.uk/collections/caird-library	https://www.rmg.co.uk/collections/caird-library	https://discovery.nationalarchives.gov.uk/details/a/A13530841	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:096	^^^	^^^	^^^					
	-^-	of the SAGE Publishing > Adam Matthew Digital in London UK	UK	England	https://www.amdigital.co.uk	http://id.lib.harvard.edu/alma/99153839681403941/catalog	^^^	^^^	^^^	^^^	^^^					
	S 335	of the Sheffield City Archives ie Sheffield Record Office in Sheffield UK	UK	England	https://www.sheffield.gov.uk/libraries-archives/access-archives-local-studies-library	https://www.sheffield.gov.uk/libraries-archives/access-archives-local-studies-library	https://discovery.nationalarchives.gov.uk/details/a/A13531722	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:061	^^^	^^^	^^^					
	S 137	of the South West Heritage Trust > Devon Heritage Centre in Exeter UK	UK	England	https://swheritage.org.uk/devon-archives/	https://swheritage.org.uk/devon-archives/catalogues-and-indexes/	https://discovery.nationalarchives.gov.uk/details/a/A13531184	^^^	^^^	^^^	^^^					
	S 339 / S 341 / S 343 / S 345 / S 347 / S 349 / S 351 / S 523	of the South West Heritage Trust > Somerset Heritage Centre ie Somerset Archive and Record Services in Taunton UK	UK	England	https://swheritage.org.uk/somerset-archives/	https://swheritage.org.uk/devon-archives/catalogues-and-indexes/	https://discovery.nationalarchives.gov.uk/details/a/A13532165	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:124	^^^	^^^	^^^					
	-^-	of the Southampton Archives ie Southampton Archives Office in Southampton UK	UK	England	https://www.southampton.gov.uk/arts-heritage/southampton-archives/	-^-	https://discovery.nationalarchives.gov.uk/details/a/A13530251	^^^	^^^	^^^	^^^					
	S 525	of the Staffordshire and Stoke-on-Kent Archive Service > Staffordshire Record Office ie Staffordshire History Centre in Stafford UK	UK	England	https://www.staffordshire.gov.uk/Heritage-and-archives/homepage.aspx	https://www.staffordshire.gov.uk/Heritage-and-archives/Collections/Online-catalogues.aspx	https://discovery.nationalarchives.gov.uk/details/a/A13529956	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:067	^^^	^^^	^^^					
	-^-	of the Suffolk Archives ie Suffolk Record Office in Bury St Edmunds UK	UK	England	https://www.suffolkarchives.co.uk	https://www.suffolkarchives.co.uk/collections/	https://discovery.nationalarchives.gov.uk/details/a/A13532662	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:194	^^^	^^^	^^^					
	S 527 / S 529	of the Surrey History Centre in Woking UK	UK	England	https://www.surreycc.gov.uk/culture-and-leisure/history-centre	https://www.surreyarchives.org.uk	https://discovery.nationalarchives.gov.uk/details/a/A13531418	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:115	^^^	^^^	^^^					
	S 531 / S 533 / S 363 / S 365	of the UK Hydrographic Office > UKHO Archive in Taunton UK	UK	England	https://www.gov.uk/guidance/the-ukho-archive	https://hydrographic.epexio.com	https://discovery.nationalarchives.gov.uk/details/a/A13532079	^^^	^^^	^^^	^^^					
	S 303	of the UK Parliament > Parliamentary Archives in London UK	UK	England	https://archives.parliament.uk	https://archives.parliament.uk/online-resources/	https://discovery.nationalarchives.gov.uk/details/a/A13531051	^^^	^^^	^^^	^^^					
	S 537	of the University of Aberdeen > Sir Duncan Rice Library in Aberdeen UK	UK	Scotland	https://www.abdn.ac.uk/library/	https://www.abdn.ac.uk/special-collections/search-catalogues/index.php	https://discovery.nationalarchives.gov.uk/details/a/A13532200	^^^	^^^	^^^	^^^					
	S 367	of the University of Birmingham > Cadbury Research Library in Birmingham UK	UK	England	https://www.birmingham.ac.uk/libraries/index.aspx	https://www.birmingham.ac.uk/facilities/cadbury/index.aspx	https://discovery.nationalarchives.gov.uk/details/a/A13531302	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:109	^^^	^^^	^^^					
	S 539	of the University of Bristol > Arts and Social Sciences Library in Bristol UK	UK	England	http://www.bris.ac.uk/library/	http://www.bris.ac.uk/library/special-collections/search/	https://discovery.nationalarchives.gov.uk/details/a/A13530046	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:083	^^^	^^^	^^^					
	S 553	of the University of Leeds > Brotherton Library ie Special Collections Research Centre in Leeds UK	UK	England	https://library.leeds.ac.uk	https://library.leeds.ac.uk/info/1500/special_collections	https://discovery.nationalarchives.gov.uk/details/a/A13533122	^^^	^^^	^^^	^^^					
	-^-	of the University of London > Goldsmiths > Library in London UK	UK	England	https://www.gold.ac.uk/library/	https://www.gold.ac.uk/library/special-collections/	https://discovery.nationalarchives.gov.uk/details/a/A13531068	^^^	^^^	^^^	^^^					
	S 477	of the University of London > Senate House Library ie University of London > SAS > Senate House Library ie SAS > Institute of Commonwealth Studies > Library ie SAS > Institute of Latin American Studies > Library ie SAS > Institute of Historical Research > Library ie SAS > Institute for the Study of the Americas > Library in London UK	UK	England	https://www.london.ac.uk/ways-study/study-campus-london/student-services-and-support/libraries-including-senate-house-library	https://www.london.ac.uk/senate-house-library/our-collections/special-collections	https://discovery.nationalarchives.gov.uk/details/a/A13531538	http://gateway.proquest.com.ezp-prod1.hul.harvard.edu/openurl?url_ver=Z39.88-2004&res_dat=xri:archives-us&rft_dat=xri:archives:repository:221	https://discovery.nationalarchives.gov.uk/details/a/A13530856	https://discovery.nationalarchives.gov.uk/details/a/A13530356	^^^					
