Metadata: Table 1
Sheet	Column	Source	Notes
Storms	Name	US NOAA National Hurricane Centre. US NOAA National Centres for Environmental Information.	U = “unnamed” or “not named”
	Start		
	150 mi		
	50 mi		
	0 mi		
	Max wind		
	Min press		-1 = missing data
	Max cat w/in		
Storms	Parliament	GB / UK War & Colonial Office / Colonial Office / Commonwealth Office / Foreign & Commonwealth Office. GB / UK House of Commons. GB / UK Board of Trade & Plantations / Board of Trade.	Public Meeting counted as first Parliament. Legislative Council counted as one Parliament.
Storms	EM-DAT	Belgium Université catholique de Louvain Centre for Research on the Epidemiology of Disasters 	1 = yes
	EM-DAT Loss		Figures in current currency
	EM-DAT Deaths		
Storms	Loss	Belgium Université catholique de Louvain Centre for Research on the Epidemiology of Disasters. Belize NEMO. World Bank “Advancing Disaster Risk Finance in Belize” 2018 by Ishizawa & Gunasekera et al. US NOAA National Hurricane Centre.	Figures in current currency
	Deaths		
Trade + GDP	Imports	GB / UK War & Colonial Office / Colonial Office / Commonwealth Office / Foreign & Commonwealth Office. GB / UK House of Commons. GB / UK Board of Trade & Plantations / Board of Trade. British Honduras / Belize Government Gazette.	Figures in current currency
	Import units		
	Exports		Figures in current currency
	Export units		
	GDP	World Bank.	Figures in current currency
CPI	US	US Bureau of Labour Statistics.	1967 = 100
	UK	UK Office for National Statistics.	1974 = 100. CPI for 2020 excludes December.
	Belize	Belize Statistical Institute of Belize.	2011 = 100. CPI for 2020 excludes November and December.
FX	S$ to Lsd	GB / UK War & Colonial Office / Colonial Office / Commonwealth Office / Foreign & Commonwealth Office. GB / UK House of Commons. GB / UK Board of Trade & Plantations / Board of Trade.	S$ = Spanish dollar
	G$ to Lsd		G$ = US gold dollar
	USD to GBP	"EU European Central Bank. US Federal Reserve. UK Bank of England. via FXTOP sarl, France."	
	Lsd to BHD	"GB / UK War & Colonial Office / Colonial Office / Commonwealth Office / Foreign & Commonwealth Office. GB / UK House of Commons. GB / UK Board of Trade & Plantations / Board of Trade; Sir J.A. Burdon, Archives v 3, p. 318"	BHD = British Honduras dollar
	USD to BHD		BHD = British Honduras dollar
Population	Censuses	GB / UK War & Colonial Office / Colonial Office / Commonwealth Office / Foreign & Commonwealth Office. GB / UK House of Commons. GB / UK Board of Trade & Plantations / Board of Trade. 	
	Estimates	"Author’s estimates from census data prior to 1960. World Bank beginning in 1960. Prior to 1841 = “The Growth and Development of Belize City” J.C. Everitt 2009; “British Honduras: The invention of a colonial territory” Odile Hoffmann 2014; The Diplomatic history of British Honduras, 1638-1901 by Robert Arthur Humphreys ; Belize SIB; Savanna-la-Mar Gazette (Jamaica) 15 Jul 1788 p. 3"	

Disasterssdsdf: Table 1
Start	Type	Deaths	Damage	unit	Multiplier	Damage	unit	year	Damage 2020	Description	Source for non-storm disasters	Source for multiplier	
	S 1	D	C	S 2	D	C	S 3	D	C	S 4	D	C	S 5	D	C	S 6	D	C	S 7	D	C	A S 1	A S 2	A S 3	A S 4	A S 5	A S 6	A S 7	S S 1	S S 2	S S 3	S S 4	S S 5	S S 6	S S 7	R S 1	R S 2	R S 3	R S 4	R S 5	R S 6	R S 7
1850																													0.0000006													
1851	U	150	0																										0													
1852	U	0	0																																							
1853																																										
1854																																										
1855																																										
1856																																										
1857	U	150	0	U	0	0																							0													
1858	U	150	0																										0													
1859	U	50	0																										0													
1860	U	150	0																										0													
1861	U	0	0																																							
1862																																										
1863																																										
1864	U	0	1																																							
1865																																										
1866	U	50	1	U	150	0																							0	0												
1867																																										
1868																																										
1869																																										
1870	U	50	1																										0													
1871	U	0	0																																							
1872																																										
1873																																										
1874	U	50	0																										0													
1875																																										
1876	U	0	1																																							
1877																																										
1878																																										
1879	U	150	1	U	0	0																							0													
1880	U	0	0	U	150	1	U	150	0																					0	0											
1881	U	150	0																										0													
1882																																										
1883	U	150	0																										0													
1884																																										
1885																																										
1886																																										
1887	U	150	2	U	0	0	U	50	2	U	150	0	U	150	3														0		0	0	0									
1888	U	150	0	U	50	0																							0	0												
1889	U	150	2	U	150	3	U	0	0																				0	0												
1890																																										
1891	U	150	2	U	0	0	U	50	0																				0		0											
1892	U	150	0	U	0	2																							0													
1893	U	0	1	U	150	0																								0												
1894	U	0	0																																							
1895	U	0	0	U	150	0	U	150	0																					0	0											
1896																																										
1897																																										
1898	U	0	1	U	0	0	U	150	0	U	150	0	U	150	2	U	0	0													0	0	0									
1899																																										
1900																																										
1901																																										
1902																																										
1903																																										
1904	U	0	1																																							
1905	U	150	0																										0													
1906	U	0	1																																							
1907																																										
1908																																										
1909	U	150	0																										0													
1910																																										
1911																																										
1912																																										
1913	U	150	0	U	150	0																							0	0												
1914																																										
1915																																										
1916	U	0	0	U	50	2	U	150	0																					0	0											
1917	U	0	0																																							
1918	U	0	1																																							
1919																																										
1920	U	50	0																										0													
1921	U	0	0																																							
1922	U	50	0	U	150	2																							0	0												
1923																																										
1924	U	0	0	U	150	0	U	150	3																					0	0											
1925																																										
1926	U	0	0	U	150	0																								0												
1927	U	50	0																										0													
1928	U	150	0																										0													
1929																																										
1930																																										
1931	U	50	0	U	50	0	U	0	0	U	0	4	U	50	0	U	150	0	U	0	0				2500				0	0		2500	0	0								
1932	U	0	0	U	0	0																																				
1933	U	0	0	U	50	1	U	150	4																					0	0											
1934	U	0	1																																							
1935	U	150	0	U	150	0																							0	0												
1936	U	50	0	U	50	0																							0	0												
1937																																										
1938	U	150	3	U	0	0																							0													
1939	U	0	0																																							
1940	U	50	0																										0													
1941	U	0	1																																							
1942	U	0	0	U	0	0	U	0	2																																	
1943	U	0	0																																							
1944	U	150	1																										0													
1945	U	150	0	U	0	0	U	0	1																				0													
1946	U	50	0																										0													
1947	U	150	0																										0													
1948																																										
1949	U	150	0																										0													
1950																																										
1951	CHARLIE	150	4																										0													
1952	U	50	0																										0													
1953																																										
1954	GILDA	0	0																																							
1955	HILDA	150	3	JANET	50	5																	16						0	16												
1956	FLOSSY	0	0																																							
1957																																										
1958	GERDA	0	0																																							
1959																																										
1960	ABBY	0	1																			0							0													
1961	ANNA	0	1	HATTIE	0	5																	307							307												
1962																																										
1963																																										
1964	U	150	0	U	0	0																							0													
1965	DEBBIE	150	0																										0													
1966																																										
1967																																										
1968	ABBY	150	0																										0													
1969	FRANCELIA	0	3	LAURIE	150	0																								0												
1970	ELLA	150	0																										0													
1971	CHLOE	0	0	EDITH	0	1	U	150	0	LAURA	0	0																			0											
1972	AGNES	150	0																										0													
1973	U	150	0																										0													
1974	CARMEN	50	4	FIFI	0	2	ORLENE	0	2													0	0						0	0												
1975	U	0	0	U	50	0	U	150	0																					0	0											
1976																																										
1977	FRIEDA	0	0																																							
1978	GRETA	0	4																			4							4													
1979	U	50	0																										0													
1980	HERMINE	0	0	U	50	0																								0												
1981																																										
1982	PAUL	150	0																										0													
1983																																										
1984																																										
1985																																										
1986	U	0	0																																							
1987																																										
1988																																										
1989	KAREN	150	0																										0													
1990	DIANA	50	0																										0													
1991	FABIAN	150	0																										0													
1992																																										
1993	GERT	0	0	U	0	0																																				
1994	U	0	0																																							
1995	OPAL	150	0	ROXANNE	150	3																							0	0												
1996	DOLLY	50	1	KYLE	50	0																							0	0												
1997																																										
1998	MITCH	150	5																			9							9													
1999	KATRINA	0	0																																							
2000	GORDON	150	0	KEITH	0	4																	19						0	19												
2001	CHANTAL	0	0	IRIS	0	4																	24							24												
2002	ISIDORE	150	1																										0													
2003	BILL	150	0	LARRY	150	0																							0	0												
2004																																										
2005	CINDY	50	0	EMILY	150	4	STAN	150	0	WILMA	150	4	GAMMA	150	0											3			0	0	0	0	3									
2006																																										
2007	BARRY	50	0	DEAN	50	5	FELIX	0	0														0						0	0												
2008	ALMA	150	0	ARTHUR	0	0																	5						0	5												
2009																																										
2010	AGATHA	150	0	ALEX	0	0	KARL	50	0	MATTHEW	0	0	PAULA	150	2	RICHARD	0	2									1		0		0		0	1								
2011	HARVEY	0	0	RINA	150	3																								0												
2012	ERNESTO	50	2	HELENE	0	0																0							0													
2013	BARRY	0	0																																							
2014	HANNA	0	0																																							
2015																																										
2016	EARL	0	1																			0							0													
2017	FRANKLIN	150	0	HARVEY	50	0																							0	0												
2018	ALBERTO	150	0	MICHAEL	50	0																							0	0												
2019																																										
2020																																										
																						2888																				
																																										


Storm Damages: Table 1
	S 1	D	C	S 2	D	C	S 3	D	C	S 4	D	C	S 5	D	C	S 6	D	C	S 7	D	C	A S 1	A S 2	A S 3	A S 4	A S 5	A S 6	A S 7	S S 1	S S 2	S S 3	S S 4	S S 5	S S 6	S S 7	R S 1	R S 2	R S 3	R S 4	R S 5	R S 6	R S 7
1850																													0							0.00						
1851	U	150	0																										0							0.00						
1852	U	0	0																										"4,812,741"							2.31						
1853																																										
1854																																										
1855																																										
1856																																										
1857	U	150	0	U	0	0																							0	"4,658,011"						0.00	2.31					
1858	U	150	0																										0							0.00						
1859	U	50	0																										0							0.00						
1860	U	150	0																										0							0.00						
1861	U	0	0																										"3,626,168"							2.31						
1862																																										
1863																																										
1864	U	0	1																										"4,904,318"							2.31						
1865																																										
1866	U	50	1	U	150	0																							0	0						0.00	0.00					
1867																																										
1868																																										
1869																																										
1870	U	50	1																										0							0.00						
1871	U	0	0																										"2,657,736"							2.31						
1872																																										
1873																																										
1874	U	50	0																										0							0.00						
1875																																										
1876	U	0	1																										"2,479,393"							2.31						
1877																																										
1878																																										
1879	U	150	1	U	0	0																							0	"2,509,348"						0.00	2.31					
1880	U	0	0	U	150	1	U	150	0																				"3,425,275"	0	0					2.31	0.00	0.00				
1881	U	150	0																										0							0.00						
1882																																										
1883	U	150	0																										0							0.00						
1884																																										
1885																																										
1886																																										
1887	U	150	2	U	0	0	U	50	2	U	150	0	U	150	3														0	"2,726,757"	0	0	0			0.00	2.31	0.00	0.00	0.00		
1888	U	150	0	U	50	0																							0	0						0.00	0.00					
1889	U	150	2	U	150	3	U	0	0																				0	0	"4,188,254"					0.00	0.00	2.31				
1890																																										
1891	U	150	2	U	0	0	U	50	0																				0	"4,080,417"	0					0.00	2.31	0.00				
1892	U	150	0	U	0	2																							0	"3,389,521"						0.00	2.31					
1893	U	0	1	U	150	0																							"3,109,967"	0						2.31	0.00					
1894	U	0	0																										"2,987,554"							2.31						
1895	U	0	0	U	150	0	U	150	0																				"4,303,471"	0	0					2.31	0.00	0.00				
1896																																										
1897																																										
1898	U	0	1	U	0	0	U	150	0	U	150	0	U	150	2	U	0	0											"3,933,690"	"3,933,690"	0	0	0	"3,933,690"		2.31	2.31	0.00	0.00	0.00	2.31	
1899																																										
1900																																										
1901																																										
1902																																										
1903																																										
1904	U	0	1																										"5,258,599"							2.31						
1905	U	150	0																										0							0.00						
1906	U	0	1																										"6,127,587"							2.31						
1907																																										
1908																																										
1909	U	150	0																										0							0.00						
1910																																										
1911																																										
1912																																										
1913	U	150	0	U	150	0																							0	0						0.00	0.00					
1914																																										
1915																																										
1916	U	0	0	U	50	2	U	150	0																				"5,349,434"	0	0					2.31	0.00	0.00				
1917	U	0	0																										"4,637,184"							2.31						
1918	U	0	1																										"4,909,493"							2.31						
1919																																										
1920	U	50	0																										0							0.00						
1921	U	0	0																										"3,735,079"							2.31						
1922	U	50	0	U	150	2																							0	0						0.00	0.00					
1923																																										
1924	U	0	0	U	150	0	U	150	3																				"5,251,142"	0	0					2.31	0.00	0.00				
1925																																										
1926	U	0	0	U	150	0																							"6,566,140"	0						2.31	0.00					
1927	U	50	0																										0							0.00						
1928	U	150	0																										0							0.00						
1929																																										
1930																																										
1931	U	50	0	U	50	0	U	0	0	U	0	4	U	50	0	U	150	0	U	0	0				255256578.947368				0	0	"6,320,834"	"255,256,579"	0	0	"6,320,834"	0.00	0.00	2.31	93.29	0.00	0.00	2.31
1932	U	0	0	U	0	0																							"4,262,509"	"4,262,509"						2.31	2.31					
1933	U	0	0	U	50	1	U	150	4																				"2,644,707"	0	0					2.31	0.00	0.00				
1934	U	0	1																										"2,798,566"							2.31						
1935	U	150	0	U	150	0																							0	0						0.00	0.00					
1936	U	50	0	U	50	0																							0	0						0.00	0.00					
1937																																										
1938	U	150	3	U	0	0																							0	"5,823,217"						0.00	2.31					
1939	U	0	0																										"5,172,596"							2.31						
1940	U	50	0																										0							0.00						
1941	U	0	1																										"5,174,020"							2.31						
1942	U	0	0	U	0	0	U	0	2																				"4,426,662"	"4,426,662"	"4,426,662"					2.31	2.31	2.31				
1943	U	0	0																										"6,196,638"							2.31						
1944	U	150	1																										0							0.00						
1945	U	150	0	U	0	0	U	0	1																				0	"7,936,883"	"7,936,883"					0.00	2.31	2.31				
1946	U	50	0																										0							0.00						
1947	U	150	0																										0							0.00						
1948																																										
1949	U	150	0																										0							0.00						
1950																																										
1951	CHARLIE	150	4																										0							0.00						
1952	U	50	0																										0							0.00						
1953																																										
1954	GILDA	0	0																										"7,436,158"							2.31						
1955	HILDA	150	3	JANET	50	5																	96514925.3731343						0	"96,514,925"						0.00	25.97					
1956	FLOSSY	0	0																										"9,363,481"							2.31						
1957																																										
1958	GERDA	0	0																										"9,367,982"							2.31						
1959																																										
1960	ABBY	0	1																			1173030.04018461							"1,173,030"							0.24						
1961	ANNA	0	1	HATTIE	0	5																	1038389740.730						"11,979,158"	"1,038,389,741"						2.31	200.24					
1962																																										
1963																																										
1964	U	150	0	U	0	0																							0	"13,944,746"						0.00	2.31					
1965	DEBBIE	150	0																										0							0.00						
1966																																										
1967																																										
1968	ABBY	150	0																										0							0.00						
1969	FRANCELIA	0	3	LAURIE	150	0																							"15,410,370"	0						2.31	0.00					
1970	ELLA	150	0																										0							0.00						
1971	CHLOE	0	0	EDITH	0	1	U	150	0	LAURA	0	0																	"17,473,543"	"17,473,543"	0	"17,473,543"				2.31	2.31	0.00	2.31			
1972	AGNES	150	0																										0							0.00						
1973	U	150	0																										0							0.00						
1974	CARMEN	50	4	FIFI	0	2	ORLENE	0	2														41966131.486						0	"41,966,131"	"25,014,943"					0.00	3.88	2.31				
1975	U	0	0	U	50	0	U	150	0																				"26,216,843"	0	0					2.31	0.00	0.00				
1976																																										
1977	FRIEDA	0	0																										"23,196,947"							2.31						
1978	GRETA	0	4																			198257537.047							"198,257,537"							18.34						
1979	U	50	0																										0							0.00						
1980	HERMINE	0	0	U	50	0																							"28,703,165"	0						2.31	0.00					
1981																																										
1982	PAUL	150	0																										0							0.00						
1983																																										
1984																																										
1985																																										
1986	U	0	0																										"25,254,460"							2.31						
1987																																										
1988																																										
1989	KAREN	150	0																										0							0.00						
1990	DIANA	50	0																										0							0.00						
1991	FABIAN	150	0																										0							0.00						
1992																																										
1993	GERT	0	0	U	0	0																							"46,313,407"	"46,313,407"						2.31	2.31					
1994	U	0	0																										"46,829,986"							2.31						
1995	OPAL	150	0	ROXANNE	150	3																							0	0						0.00	0.00					
1996	DOLLY	50	1	KYLE	50	0																							0	0						0.00	0.00					
1997																																										
1998	MITCH	150	5																			158679.004							"158,679"							0.01						
1999	KATRINA	0	0																										"52,567,492"							2.31						
2000	GORDON	150	0	KEITH	0	4																	841311627.805						0	"841,311,628"						0.00	33.66					
2001	CHANTAL	0	0	IRIS	0	4																29742004.518	644295433.698425						"29,742,005"	"644,295,434"						1.17	25.40					
2002	ISIDORE	150	1																										0							0.00						
2003	BILL	150	0	LARRY	150	0																							0	0						0.00	0.00					
2004																																										
2005	CINDY	50	0	EMILY	150	4	STAN	150	0	WILMA	150	4	GAMMA	150	0														0	0	0	0	0			0.00	0.00	0.00	0.00	0.00		
2006																																										
2007	BARRY	50	0	DEAN	50	5	FELIX	0	0														241216912.603						0	"241,216,913"	"73,288,125"					0.00	7.60	2.31				
2008	ALMA	150	0	ARTHUR	0	0																	187415194.900						0	"187,415,195"						0.00	5.77					
2009																																										
2010	AGATHA	150	0	ALEX	0	0	KARL	50	0	MATTHEW	0	0	PAULA	150	2	RICHARD	0	2					2965529.418				74554351.4460466		0	"2,965,529"	0	"75,474,669"	0	"74,554,351"		0.00	0.09	0.00	2.31	0.00	2.28	
2011	HARVEY	0	0	RINA	150	3																							"77,606,291"	0						2.31	0.00					
2012	ERNESTO	50	2	HELENE	0	0																784010.427943809							"784,010"	"79,265,145"						0.02	2.31					
2013	BARRY	0	0																										"81,019,109"							2.31						
2014	HANNA	0	0																										"83,935,688"							2.31						
2015																																										
2016	EARL	0	1																			191040276							"191,040,276"							4.99						
2017	FRANKLIN	150	0	HARVEY	50	0																							0	0						0.00	0.00					
2018	ALBERTO	150	0	MICHAEL	50	0																							0	0						0.00	0.00					
2019																																										
2020																																										
																													"4,941,589,011"							"3,315,401,435.21"						
																						"3,845,041,962.99692"							"1,096,547,048"							"117,304,493.36"						
																																				412336034.43						
																																										


Trade + GDP: Table 1
	Imports	Exports	Import unit	Export units	GDP	GDP units
1850	197555	261015	Lsd	Lsd		
1851	289819	153777	Lsd	Lsd		
1852	202112	391223	Lsd	Lsd		
1853	198180	345377	Lsd	Lsd		
1854	241764	452313	Lsd	Lsd		
1855	245486	462591	Lsd	Lsd		
1856	251991	446649	Lsd	Lsd		
1857	268691	440271	Lsd	Lsd		
1858	207905	380377	Lsd	Lsd		
1859	173293	288161	Lsd	Lsd		
1860	200800	315918	Lsd	Lsd		
1861	231741	292576	Lsd	Lsd		
1862	211335	336390	Lsd	Lsd		
1863	265752	390644	Lsd	Lsd		
1864	291144	373197	Lsd	Lsd		
1865	210675	323170	Lsd	Lsd		
1866	169033	277156	Lsd	Lsd		
1867	190495	186169	Lsd	Lsd		
1868	177684	203659	Lsd	Lsd		
1869	151189	175033	Lsd	Lsd		
1870	184333	171988	Lsd	Lsd		
1871	180662	207672	Lsd	Lsd		
1872	167809	203560	Lsd	Lsd		
1873	236615	216993	Lsd	Lsd		
1874	178398	240628	Lsd	Lsd		
1875	175321	202512	Lsd	Lsd		
1876	163403	206420	Lsd	Lsd		
1877	165756	124503	Lsd	Lsd		
1878	191491	131007	Lsd	Lsd		
1879	159883	187673	Lsd	Lsd		
1880	237201	252855	Lsd	Lsd		
1881	201811	247403	Lsd	Lsd		
1882	232882	250633	Lsd	Lsd		
1883	268973	302870	Lsd	Lsd		
1884	237538	317449	Lsd	Lsd		
1885	254856	244280	Lsd	Lsd		
1886	172054	204201	Lsd	Lsd		
1887	160084	196833	Lsd	Lsd		
1888	200450	213020	Lsd	Lsd		
1889	260089	300879	Lsd	Lsd		
1890	282945	287690	Lsd	Lsd		
1891	272214	280521	Lsd	Lsd		
1892	230610	228536	Lsd	Lsd		
1893	169226	247318	Lsd	Lsd		
1894	151266	244335	Lsd	Lsd		
1895	299103	264197	Lsd	Lsd		
1896	300954	283663	Lsd	Lsd		
1897	292613	288969	Lsd	Lsd		
1898	256977	263908	Lsd	Lsd		
1899	212237	263090	Lsd	Lsd		
1900						
1901	B1387598	B1227202	BHD	BHD		
1902	B1362210	B1227803	BHD	BHD		
1903	364445	380931	Lsd	Lsd		
1904	361227	383120	Lsd	Lsd		
1905	385737	377246	Lsd	Lsd		
1906	452333	415018	Lsd	Lsd		
1907	496565	454491	Lsd	Lsd		
1908	550215	452592	Lsd	Lsd		
1909	555873	454077	Lsd	Lsd		
1910	579506	481900	Lsd	Lsd		
1911	593372	552091	Lsd	Lsd		
1912	718809	587096	Lsd	Lsd		
1913	654770	642613	Lsd	Lsd		
1914	612639	599970	Lsd	Lsd		
1915	441730	459601	Lsd	Lsd		
1916	531074	527384	Lsd	Lsd		
1917	574276	576165	Lsd	Lsd		
1918	732891	754113	Lsd	Lsd		
1919	965128	914477	Lsd	Lsd		
1920	1207991	1037166	Lsd	Lsd		
1921	687199	626011	Lsd	Lsd		
1922	676360	581229	Lsd	Lsd		
1923	829764	658454	Lsd	Lsd		
1924	800491	686092	Lsd	Lsd		
1925	928108	735070	Lsd	Lsd		
1926	1041275	807586	Lsd	Lsd		
1927	924446	934770	Lsd	Lsd		
1928	916109	830753	Lsd	Lsd		
1929	1039427	998540	Lsd	Lsd		
1930	1012000	932000	Lsd	Lsd		
1931	964000	633000	Lsd	Lsd		
1932	647000	404000	Lsd	Lsd		
1933	393000	243000	Lsd	Lsd		
1934	375000	298000	Lsd	Lsd		
1935	547000	348000	Lsd	Lsd		
1936	658000	485000	Lsd	Lsd		
1937	801000	524000	Lsd	Lsd		
1938	821000	668000	Lsd	Lsd		
1939	795000	567000	Lsd	Lsd		
1940	823000	754000	Lsd	Lsd		
1941	931000	833000	Lsd	Lsd		
1942	983000	634000	Lsd	Lsd		
1943	1410000	929000	Lsd	Lsd		
1944	1827000	1511000	Lsd	Lsd		
1945	1944000	1221000	Lsd	Lsd		
1946	1683000	1296000	Lsd	Lsd		
1947	2148000	1525000	Lsd	Lsd		
1948	B7669906	B6142601	BHD	BHD		
1949	B5620605	B4565847	BHD	BHD		
1950	B8782607	B4756647	BHD	BHD		
1951	B12407332	B6234131	BHD	BHD		
1952	B12671851	B6189987	BHD	BHD		
1953	B11764015	B7490907	BHD	BHD		
1954	B11409568	B7287826	BHD	BHD		
1955	B14339799	B8186875	BHD	BHD		
1956	B15850630	B9973040	BHD	BHD		
1957	B15108063	B8943401	BHD	BHD		
1958	B18516241	B9087875	BHD	BHD		
1959						
1960	B18783607	B11227455	BHD	BHD	28071888.5622288	USD
1961	B22708464	B12402302	BHD	BHD	29964370.7125857	USD
1962	B31202647	B12380520	BHD	BHD	31856922.8615428	USD
1963	B27553446	B18571994	BHD	BHD	33749405.0118998	USD
1964	B33900819		BHD		36193826.1234775	USD
1965	B34987986		BHD		40069930.0699301	USD
1966	B38761885	B19192693	BHD	BHD	44405594.4055944	USD
1967	B36951914	B17462062	BHD	BHD	47379310.3448276	USD
1968					44910179.6407186	USD
1969					47305389.2215569	USD
1970					53233532.9341317	USD
1971					59207317.0731707	USD
1972					66062500	USD
1973					78343558.2822086	USD
1974					103216374.269006	USD
1975					118066298.342541	USD
1976					96905829.5964126	USD
1977					117650000	USD
1978					136300000	USD
1979					151800000	USD
1980					197938222.429283	USD
1981					196089854.656347	USD
1982					182206326.985709	USD
1983					192103185.955321	USD
1984					214381949.019381	USD
1985					212643742.664706	USD
1986					231638320.535566	USD
1987					281082558.5859	USD
1988					320093360.27245	USD
1989					369133890.704745	USD
1990					412086445.492176	USD
1991					444720750	USD
1992					518239100	USD
1993					559858250	USD
1994					580863700	USD
1995					620140400	USD
1996					641383800	USD
1997					654314350	USD
1998					688992450	USD
1999					732750000	USD
2000					832050000	USD
2001					868350000	USD
2002					925050000	USD
2003					983500000	USD
2004					1051350000	USD
2005					1102050000	USD
2006					1210150000	USD
2007					1271600000	USD
2008					1351350000	USD
2009					1317300000	USD
2010					1377200000	USD
2011					1460800000	USD
2012					1522900000	USD
2013					1579400000	USD
2014					1662800000	USD
2015					1723800000	USD
2016					1775100000	USD
2017					1836600000	USD
2018					1871200000	USD
2019					1879613600	USD
2020						


Trade + GDP 2020: Table 1
	Trade	Trade unit	GDP	GDP unit
1850	155271572.777179	BZD		
1851	155764398.079265	BZD		
1852	208343783.835654	BZD		
1853	173708345.995472	BZD		
1854	193541044.328151	BZD		
1855	191803614.606009	BZD		
1856	189247323.819785	BZD		
1857	201645510.20471	BZD		
1858	183869530.281939	BZD		
1859	145831554.153199	BZD		
1860	158028799.429348	BZD		
1861	156976966.583767	BZD		
1862	167511726.255791	BZD		
1863	207438333.65827	BZD		
1864	212308141.164548	BZD		
1865	168709006.80656	BZD		
1866	133585971.3552	BZD		
1867	106071409.28715	BZD		
1868	108462941.311374	BZD		
1869	97668662.265175	BZD		
1870	106680099.46291	BZD		
1871	115053485.999949	BZD		
1872	105626100.523318	BZD		
1873	124054626.277217	BZD		
1874	119180875.080807	BZD		
1875	109657769.944056	BZD		
1876	107333042.518839	BZD		
1877	85109797.8765775	BZD		
1878	96553721.8311285	BZD		
1879	108629804.186886	BZD		
1880	148280299.974784	BZD		
1881	137383929.158371	BZD		
1882	146301135.466778	BZD		
1883	174887777.766744	BZD		
1884	173463065.337003	BZD		
1885	161325054.640603	BZD		
1886	123006659.926155	BZD		
1887	118041408.073852	BZD		
1888	135173123.758269	BZD		
1889	181309689.64697	BZD		
1890	184434147.316244	BZD		
1891	176641424.218265	BZD		
1892	146732527.095479	BZD		
1893	134630608.812459	BZD		
1894	129331324.961653	BZD		
1895	186297444.974604	BZD		
1896	195622188.394644	BZD		
1897	190132913.298622	BZD		
1898	170289628.192676	BZD		
1899	153629780.755454	BZD		
1900				
1901	166333596.636657	BZD		
1902	164756837.091058	BZD		
1903	227959688.656965	BZD		
1904	227644987.728	BZD		
1905	233344469.275315	BZD		
1906	265263523.263839	BZD		
1907	287768885.541281	BZD		
1908	303427613.939658	BZD		
1909	302372204.985297	BZD		
1910	314467598.410805	BZD		
1911	339371549.32084	BZD		
1912	375181995.342062	BZD		
1913	376537058.815215	BZD		
1914	351933258.22279	BZD		
1915	233054354.443309	BZD		
1916	231577241.353998	BZD		
1917	200743894.435469	BZD		
1918	212532161.46919	BZD		
1919	244111407.899536	BZD		
1920	252401419.706633	BZD		
1921	161691727.117477	BZD		
1922	179742696.327567	BZD		
1923	226355236.122966	BZD		
1924	227322182.256161	BZD		
1925	254326366.197136	BZD		
1926	284248467.434034	BZD		
1927	293780483.847246	BZD		
1928	276027080.002736	BZD		
1929	325643747.35617	BZD		
1930	319606612.567294	BZD		
1931	273629191.230058	BZD		
1932	184524186.851671	BZD		
1933	114489491.74205	BZD		
1934	121150043.934591	BZD		
1935	160100065.535811	BZD		
1936	203185095.043866	BZD		
1937	227024845.572841	BZD		
1938	252087327.85095	BZD		
1939	223921916.829555	BZD		
1940	222047517.742385	BZD		
1941	223983569.339695	BZD		
1942	191630387.101739	BZD		
1943	268252723.341294	BZD		
1944	372316043.302037	BZD		
1945	343588027.122324	BZD		
1946	313814016.725668	BZD		
1947	361483671.196661	BZD		
1948	313453176.042087	BZD		
1949	224664015.702418	BZD		
1950	291733567.784199	BZD		
1951	368199419.79311	BZD		
1952	341269178.847861	BZD		
1953	338058879.632955	BZD		
1954	321911606.554487	BZD		
1955	371642532.896675	BZD		
1956	405345511.759375	BZD		
1957	364648374.086383	BZD		
1958	405540366.66319	BZD		
1959				
1960	434615768.689419	BZD	491027875	BZD
1961	491453236.52861	BZD	518578252	BZD
1962	584720773.152921	BZD	544800771	BZD
1963	607368647.18189	BZD	570097705	BZD
1964			603668677	BZD
1965			657888693	BZD
1966	678898210.821672	BZD	707735110	BZD
1967	621052081.145737	BZD	734756877	BZD
1968			667932941	BZD
1969			667115601	BZD
1970			709305119	BZD
1971			756430441	BZD
1972			817268693	BZD
1973			912808324	BZD
1974			1082897984	BZD
1975			1134928290	BZD
1976			880913582	BZD
1977			1004196860	BZD
1978			1080900092	BZD
1979			1082041695	BZD
1980			1242561245	BZD
1981			1115658000	BZD
1982			976776965	BZD
1983			997779319	BZD
1984			1067582896	BZD
1985			1022666820	BZD
1986			1093266655	BZD
1987			1279732710	BZD
1988			1400245483	BZD
1989			1540416867	BZD
1990			1631587933	BZD
1991			1689258558	BZD
1992			1910645810	BZD
1993			2004909396	BZD
1994			2027272115	BZD
1995			2105289501	BZD
1996			2115401131	BZD
1997			2108752359	BZD
1998			2186572717	BZD
1999			2275648987	BZD
2000			2499628955	BZD
2001			2536981299	BZD
2002			2660441229	BZD
2003			2765757934	BZD
2004			2879472595	BZD
2005			2919287421	BZD
2006			3105459707	BZD
2007			3172646112	BZD
2008			3246968252	BZD
2009			3176448053	BZD
2010			3267301692	BZD
2011			3359579691	BZD
2012			3431391561	BZD
2013			3507320732	BZD
2014			3633579559	BZD
2015			3762414578	BZD
2016			3826113798	BZD
2017			3876107731	BZD
2018			3854969501	BZD
2019			3803377662	BZD
2020				


CPI: Table 1
	USA	UK	Belize
1750		5.1	
1751		5.0	
1752		5.2	
1753		5.1	
1754		5.3	
1755		5.0	
1756		5.2	
